date;price
41087;2165.61
41088;2157.62
41089;2264.72
41092;2292.08
41093;2320.43
41094;2312.41
41095;2284.92
41096;2235.51
41099;2227.91
41100;2241.85
41101;2246.23
41102;2228.01
41103;2259.09
41106;2251.96
41107;2250.75
41108;2284.7
41109;2302.45
41110;2237.33
41113;2179.31
41114;2151.54
41115;2159.09
41116;2251.05
41117;2301.23
41120;2340.31
41121;2325.72
41122;2333.38
41123;2263.36
41124;2372.58
41127;2399.32
41128;2440.24
41129;2432.28
41130;2437.04
41131;2423.22
41134;2415.96
41135;2432.29
41136;2430.39
41137;2456.53
41138;2471.53
41141;2466.32
41142;2490.27
41143;2452.73
41144;2429.17
41145;2434.23
41148;2461.82
41149;2442.12
41150;2434.23
41151;2403.8
41152;2440.71
41155;2463.17
41156;2436.54
41157;2441.81
41158;2524.95
41159;2538.6
41162;2528.53
41163;2557.65
41164;2564.8
41165;2543.22
41166;2594.56
41169;2583.57
41170;2553.4
41171;2567.67
41172;2553.03
41173;2577.08
41176;2557.89
41177;2568.48
41178;2498.52
41179;2506.06
41180;2454.26
41183;2498.81
41184;2493.59
41185;2492.48
41186;2485.75
41187;2531.21
41190;2496.09
41191;2472.23
41192;2456.54
41193;2487.08
41194;2469.09
41197;2485.12
41198;2547.9
41199;2569.83
41200;2574.19
41201;2542.24
41204;2531.1
41205;2477.92
41206;2490.58
41207;2483.43
41208;2496.1
41211;2478.84
41212;2515.99
41213;2503.64
41214;2533.87
41215;2547.15
41218;2517.67
41219;2535.94
41220;2479.1
41221;2479.13
41222;2479.82
41225;2473.52
41226;2493.14
41227;2472.84
41228;2461.77
41229;2427.32
41232;2495.21
41233;2509.62
41234;2519.68
41235;2535.09
41236;2557.03
41239;2542.52
41240;2543.45
41241;2546.84
41242;2581.69
41243;2575.25
41246;2582.36
41247;2590.83
41248;2592.09
41249;2603.41
41250;2601.37
41253;2596.02
41254;2624.03
41255;2630.34
41256;2627.66
41257;2630.54
41260;2628.01
41261;2643.5
41262;2654.69
41263;2658.3
41264;2651.09
41267;2648.53
41270;2659.95
41271;2626.85
41274;2635.93
41276;2711.25
41277;2701.22
41278;2709.35
41281;2695.56
41282;2691.45
41283;2706.39
41284;2708.27
41285;2717.79
41288;2715.16
41289;2701.59
41290;2702.54
41291;2718.93
41292;2709.59
41295;2726.63
41296;2716.7
41297;2708.28
41298;2722.96
41299;2744.18
41302;2744.5
41303;2749.27
41304;2732.12
41305;2702.98
41306;2710.08
41309;2625.17
41310;2651.21
41311;2617.35
41312;2597.92
41313;2630.3
41316;2622.61
41317;2648.83
41318;2656.86
41319;2635.35
41320;2615.26
41323;2616.65
41324;2662.37
41325;2640.35
41326;2579.76
41327;2630.05
41330;2651.86
41331;2570.52
41332;2611.89
41333;2633.55
41334;2616.75
41337;2619.78
41338;2683.02
41339;2679.89
41340;2690.85
41341;2728.78
41344;2718.71
41345;2711.85
41346;2704.73
41347;2744.7
41348;2725.72
41351;2705.47
41352;2671.96
41353;2708.9
41354;2683.92
41355;2681.67
41358;2649.28
41359;2641.12
41360;2612.46
41361;2624.02
41366;2679.8
41367;2639.01
41368;2621.43
41369;2585.28
41372;2589.25
41373;2595.13
41374;2661.62
41375;2674.33
41376;2633.47
41379;2624.71
41380;2609.3
41381;2553.49
41382;2555.5
41383;2575.16
41386;2583.62
41387;2662.88
41388;2702.05
41389;2704.41
41390;2683.43
41393;2717.38
41394;2712
41395;2711.74
41396;2718.9
41397;2763.68
41400;2750.52
41401;2769.08
41402;2784.62
41403;2773.16
41404;2785.24
41407;2777.39
41408;2795.63
41409;2809.58
41410;2806.7
41411;2817.99
41414;2824.5
41415;2821.65
41416;2835.01
41417;2776.78
41418;2764.29
41421;2795
41422;2835.87
41423;2786.54
41424;2799.2
41425;2769.64
41428;2747.74
41429;2755.7
41430;2709.33
41431;2676.21
41432;2724.08
41435;2719.4
41436;2683.2
41437;2666.52
41438;2661.71
41439;2667.32
41442;2702.69
41443;2700.93
41444;2683.98
41445;2586.45
41446;2549.48
41449;2511.83
41450;2543.37
41451;2602.81
41452;2619.86
41453;2602.59
41456;2622.62
41457;2603.2
41458;2570.76
41459;2646.54
41460;2596.01
41463;2650.85
41464;2664.14
41465;2659.71
41466;2681.32
41467;2674.87
41470;2686.69
41471;2665.61
41472;2681.88
41473;2717.99
41474;2716.17
41477;2725.4
41478;2722.9
41479;2752.25
41480;2740.29
41481;2741.96
41484;2741.73
41485;2759.21
41486;2768.15
41487;2808.64
41488;2811
41491;2809.08
41492;2790.78
41493;2794.44
41494;2816.88
41495;2825.62
41498;2827.15
41499;2841.61
41500;2852.08
41501;2835.86
41502;2854.27
41505;2823.35
41506;2787.98
41507;2774.58
41508;2812.32
41509;2826.05
41512;2821.45
41513;2749.27
41514;2742.61
41515;2758.31
41516;2721.37
41519;2774.09
41520;2753.35
41521;2758.29
41522;2774.2
41523;2803.42
41526;2798.31
41527;2851.4
41528;2863.44
41529;2862.07
41530;2867.11
41533;2894.64
41534;2890.95
41535;2908.92
41536;2936.2
41537;2927.19
41540;2906.35
41541;2922.93
41542;2927.35
41543;2922.99
41544;2919.34
41547;2893.15
41548;2933.02
41549;2918.31
41550;2902.12
41551;2928.31
41554;2923.04
41555;2903.35
41556;2904.73
41557;2969.41
41558;2974.28
41561;2977.69
41562;3004.56
41563;3015.4
41564;3010.39
41565;3033.31
41568;3028.65
41569;3045.77
41570;3017.16
41571;3038.96
41572;3034.5
41575;3022.04
41576;3050.64
41577;3040.69
41578;3067.95
41579;3052.14
41582;3061.18
41583;3035.92
41584;3056.4
41585;3042.98
41586;3034.91
41589;3052.83
41590;3034.68
41591;3021.17
41592;3053.69
41593;3054.53
41596;3081.3
41597;3049.17
41598;3047.32
41599;3044.34
41600;3055.98
41603;3072.75
41604;3062.62
41605;3082.65
41606;3092.42
41607;3086.64
41610;3077.23
41611;3013.88
41612;2991.76
41613;2953.17
41614;2979.94
41617;2988.67
41618;2960.86
41619;2947.31
41620;2928.12
41621;2921.92
41624;2978.77
41625;2941.76
41626;2975.09
41627;3031.05
41628;3049.35
41631;3070.91
41632;3072.88
41635;3111.37
41638;3100.93
41639;3109
41641;3059.93
41642;3074.43
41645;3069.16
41646;3110.96
41647;3110.66
41648;3090.26
41649;3104.15
41652;3111.94
41653;3119.53
41654;3168.76
41655;3150.2
41656;3154.1
41659;3153.17
41660;3153.08
41661;3151.27
41662;3117.08
41663;3028.2
41666;3014.62
41667;3038.6
41668;3011.45
41669;3027.3
41670;3013.96
41673;2963.96
41674;2962.49
41675;2962.51
41676;3010.79
41677;3038.49
41680;3032.53
41681;3077.08
41682;3094.89
41683;3097.95
41684;3119.06
41687;3118.91
41688;3117.44
41689;3120.8
41690;3121.59
41691;3131.67
41694;3157.31
41695;3157.48
41696;3148.19
41697;3134.94
41698;3149.23
41701;3053.99
41702;3136.33
41703;3135.97
41704;3144.53
41705;3095.31
41708;3092.79
41709;3092.55
41710;3065.46
41711;3019.54
41712;3004.64
41715;3049.19
41716;3073.75
41717;3076.36
41718;3088.9
41719;3096.49
41722;3052.91
41723;3096.64
41724;3130.17
41725;3133.75
41726;3172.43
41729;3161.6
41730;3186.34
41731;3187.45
41732;3206.76
41733;3230.33
41736;3185.97
41737;3177.66
41738;3182.79
41739;3152.86
41740;3116.54
41743;3131.57
41744;3091.52
41745;3139.26
41746;3155.81
41751;3199.69
41752;3175.97
41753;3189.81
41754;3147.4
41757;3165.84
41758;3208.68
41759;3198.39
41760;3198.66
41761;3177.89
41764;3171.29
41765;3149.79
41766;3159.67
41767;3204.3
41768;3184.09
41771;3206.97
41772;3211.78
41773;3210.42
41774;3163.22
41775;3172.72
41778;3169.9
41779;3163.93
41780;3187.08
41781;3187.63
41782;3203.28
41785;3240.39
41786;3244.28
41787;3246.24
41788;3244.66
41789;3244.6
41792;3247.8
41793;3241.04
41794;3237.93
41795;3267.05
41796;3294.28
41799;3305.26
41800;3313.8
41801;3289.09
41802;3284.28
41803;3282.84
41806;3261.42
41807;3275.33
41808;3279.2
41809;3314.8
41810;3302.36
41813;3282.58
41814;3284.81
41815;3252.31
41816;3233.19
41817;3227.85
41820;3228.24
41821;3258.71
41822;3252.25
41823;3289.75
41824;3270.47
41827;3230.92
41828;3184.38
41829;3203.1
41830;3150.59
41831;3157.05
41834;3185.86
41835;3153.75
41836;3202.94
41837;3157.82
41838;3164.21
41841;3137.06
41842;3189.22
41843;3193.13
41844;3220.07
41845;3174.99
41848;3171.55
41849;3190.54
41850;3169.23
41851;3115.51
41852;3072.57
41855;3070.46
41856;3072.2
41857;3050.37
41858;3012.88
41859;3006.83
41862;3047.56
41863;3023.77
41864;3056.17
41865;3058.16
41866;3033.52
41869;3073.45
41870;3091.11
41871;3083.5
41872;3124.56
41873;3098.5
41876;3165.47
41877;3197.54
41878;3194.45
41879;3164.44
41880;3172.63
41883;3175.05
41884;3180.29
41885;3218.84
41886;3277.25
41887;3275.25
41890;3267.54
41891;3245.43
41892;3244.16
41893;3237.76
41894;3235.07
41897;3231.7
41898;3221.73
41899;3237.44
41900;3271.37
41901;3273.25
41904;3257.48
41905;3205.93
41906;3244.01
41907;3202.31
41908;3219.58
41911;3186.95
41912;3225.93
41913;3195.08
41914;3106.42
41915;3133.37
41918;3138.67
41919;3082.1
41920;3053.31
41921;3042.45
41922;2991.5
41925;2998.32
41926;3000.99
41927;2892.55
41928;2874.65
41929;2962.24
41932;2927.3
41933;2991.46
41934;3008.53
41935;3044.3
41936;3030.37
41939;2998.84
41940;3036.15
41941;3022.42
41942;3035.9
41943;3113.32
41946;3082.32
41947;3034.24
41948;3091.54
41949;3102.07
41950;3064.92
41953;3094.6
41954;3104.59
41955;3047.3
41956;3056.8
41957;3059.99
41960;3084.79
41961;3120.42
41962;3123.12
41963;3102.21
41964;3194.22
41967;3211.7
41968;3226.15
41969;3226.08
41970;3244.92
41971;3250.93
41974;3232.91
41975;3238.35
41976;3247.72
41977;3191.25
41978;3277.38
41981;3247.99
41982;3162.77
41983;3150.95
41984;3159.11
41985;3067.32
41988;2982.9
41989;3049.99
41990;3051.99
41991;3153.77
41992;3141.28
41995;3154.91
41996;3192.47
41997;3184.66
42002;3185.17
42003;3135.95
42004;3146.43
42006;3139.44
42009;3023.14
42010;3007.91
42011;3026.79
42012;3135.08
42013;3042.9
42016;3084.18
42017;3133.86
42018;3089.67
42019;3157.36
42020;3202.24
42023;3220.9
42024;3244.92
42025;3269.73
42026;3322.65
42027;3382.55
42030;3414.28
42031;3372.58
42032;3358.96
42033;3371.83
42034;3351.44
42037;3370.11
42038;3414.18
42039;3415.53
42040;3408.96
42041;3398.16
42044;3347.75
42045;3383.13
42046;3374.14
42047;3417.61
42048;3447.59
42051;3433.3
42052;3438.44
42053;3465.8
42054;3488.08
42055;3490.53
42058;3519.58
42059;3547.1
42060;3541.78
42061;3574.94
42062;3599
42065;3591.09
42066;3549.11
42067;3583.44
42068;3618.21
42069;3617.62
42072;3610.28
42073;3567.25
42074;3649.54
42075;3641.32
42076;3656.21
42079;3706.75
42080;3672.16
42081;3668.52
42082;3670.73
42083;3726.07
42086;3699.04
42087;3731.35
42088;3684.04
42089;3669.79
42090;3679.03
42093;3727.8
42094;3697.38
42095;3714.89
42096;3715.27
42101;3768.72
42102;3742.63
42103;3781.79
42104;3816.76
42107;3828.78
42108;3784.53
42109;3803.55
42110;3751.72
42111;3674.05
42114;3718.04
42115;3719.38
42116;3724.49
42117;3697.88
42118;3713.96
42121;3771.45
42122;3715.42
42123;3617.11
42124;3615.59
42125;3615.59
42128;3632.94
42129;3546.56
42130;3558.03
42131;3556.21
42132;3649.48
42135;3624.41
42136;3573.1
42137;3553.42
42138;3602.22
42139;3573.07
42142;3589.22
42143;3670.52
42144;3683.48
42145;3688.72
42146;3679.14
42149;3655.41
42150;3619.3
42151;3682.87
42152;3650.71
42153;3570.78
42156;3575.04
42157;3561.89
42158;3583.82
42159;3556.38
42160;3510.01
42163;3468.31
42164;3456.79
42165;3526.48
42166;3551.91
42167;3502.77
42170;3438.07
42171;3454.09
42172;3428.76
42173;3450.45
42174;3455.8
42177;3596.07
42178;3625.97
42179;3610.95
42180;3610.91
42181;3621.37
42184;3468.9
42185;3424.3
42186;3496.28
42187;3463.25
42188;3441.76
42191;3365.2
42192;3294.19
42193;3327.5
42194;3420.03
42195;3528.81
42198;3590.43
42199;3607.19
42200;3623.87
42201;3676.41
42202;3670.34
42205;3686.58
42206;3647.96
42207;3635.58
42208;3634.64
42209;3600
42212;3513.1
42213;3554.11
42214;3575.53
42215;3583.79
42216;3600.69
42219;3635.4
42220;3619.31
42221;3676.75
42222;3668.47
42223;3637.8
42226;3674.94
42227;3605.28
42228;3484.41
42229;3516.15
42230;3491.03
42233;3497.9
42234;3495.38
42235;3429.84
42236;3353.48
42237;3247.26
42240;3073.39
42241;3218.01
42242;3170.73
42243;3280.78
42244;3286.59
42247;3269.63
42248;3188.73
42249;3198.86
42250;3270.09
42251;3180.25
42254;3197.97
42255;3233.84
42256;3269.98
42257;3221.14
42258;3187.94
42261;3175.62
42262;3207.6
42263;3251.79
42264;3255.79
42265;3157.3
42268;3184.72
42269;3076.05
42270;3079.99
42271;3019.34
42272;3113.16
42275;3039.44
42276;3029.86
42277;3100.67
42278;3069.05
42279;3088.18
42282;3190.39
42283;3220.09
42284;3226.4
42285;3224.96
42286;3250.31
42289;3247.33
42290;3221.28
42291;3191.57
42292;3238.81
42293;3264.93
42296;3272.04
42297;3255.72
42298;3272.23
42299;3353.11
42300;3425.81
42303;3414.6
42304;3381.01
42305;3421.09
42306;3413.39
42307;3418.23
42310;3434.5
42311;3442.68
42312;3439.16
42313;3447.49
42314;3468.21
42317;3418.36
42318;3425.4
42319;3448.42
42320;3387.7
42321;3360.65
42324;3362.23
42325;3451.94
42326;3431.92
42327;3448.93
42328;3452.45
42331;3445.26
42332;3409.6
42333;3462.06
42334;3498.62
42335;3488.99
42338;3506.45
42339;3479.64
42340;3468.66
42341;3343.34
42342;3330.75
42345;3360.21
42346;3297.46
42347;3277.21
42348;3269.97
42349;3203.21
42352;3139.24
42353;3241.51
42354;3246.78
42355;3306.47
42356;3260.72
42359;3213.01
42360;3214.32
42361;3286.68
42362;3284.47
42366;3256.49
42367;3314.28
42368;3287.98
42369;3267.52
42373;3164.76
42374;3178.01
42375;3139.32
42376;3084.68
42377;3033.47
42380;3027.49
42381;3064.66
42382;3073.02
42383;3024
42384;2952.48
42387;2935.39
42388;2980.49
42389;2882.59
42390;2943.92
42391;3023.21
42394;3001.78
42395;3032.84
42396;3043.47
42397;2979.42
42398;3045.09
42401;3021.01
42402;2951.85
42403;2896.63
42404;2905.3
42405;2879.39
42408;2785.17
42409;2736.5
42410;2789.05
42411;2680.35
42412;2756.16
42415;2833.87
42416;2821.26
42417;2897.72
42418;2895.15
42419;2871.05
42422;2933.91
42423;2887.38
42424;2820.24
42425;2877.42
42426;2929.16
42429;2945.75
42430;2996.39
42431;3022.14
42432;3012.87
42433;3037.35
42436;3021.09
42437;3002.01
42438;3016.18
42439;2970.78
42440;3073.8
42443;3091.98
42444;3067.21
42445;3062.05
42446;3043.1
42447;3059.77
42450;3048.77
42451;3051.23
42452;3042.42
42453;2986.73
42458;3004.87
42459;3044.1
42460;3004.93
42461;2953.28
42464;2962.28
42465;2890.35
42466;2909.36
42467;2871.57
42468;2911.98
42471;2924.23
42472;2942.09
42473;3039.19
42474;3060.86
42475;3054.34
42478;3064.03
42479;3112.99
42480;3142.52
42481;3151.69
42482;3141.12
42485;3117.62
42486;3121.29
42487;3130.43
42488;3125.43
42489;3028.21
42492;3032.6
42493;2974.2
42494;2938.75
42495;2940.35
42496;2936.84
42499;2955.83
42500;2978.97
42501;2956.71
42502;2935.46
42503;2956.63
42506;2951.39
42507;2938.09
42508;2956.43
42509;2919.22
42510;2962.16
42513;2932.93
42514;3010.12
42515;3061.6
42516;3071.21
42517;3078.48
42520;3090.01
42521;3063.48
42522;3038.77
42523;3033.86
42524;2997.55
42527;3001.9
42528;3040.69
42529;3019.76
42530;2989.03
42531;2911.11
42534;2853.52
42535;2797.18
42536;2830.3
42537;2819.3
42538;2849.17
42541;2942.88
42542;2967.34
42543;2978.31
42544;3037.86
42545;2776.09
42548;2697.44
42549;2758.67
42550;2832.18
42551;2864.74
42552;2883.06
42555;2862.21
42556;2812.88
42557;2761.37
42558;2780.1
42559;2838.01
42562;2885.32
42563;2933.44
42564;2926.14
42565;2963.07
42566;2958.65
42569;2949.17
42570;2931.1
42571;2966.95
42572;2968.49
42573;2972.23
42576;2973.22
42577;2978.9
42578;2999.48
42579;2966.1
42580;2990.76
42583;2967.31
42584;2906.98
42585;2911.06
42586;2932.34
42587;2973.71
42590;2982.92
42591;3029.18
42592;3018.46
42593;3049.03
42594;3044.94
42597;3046.65
42598;3016.19
42599;2980.54
42600;2995.3
42601;2968.2
42604;2960.37
42605;2993.73
42606;3008.59
42607;2987.69
42608;3010.36
42611;2998.5
42612;3030.75
42613;3023.13
42614;3017.49
42615;3079.74
42618;3077.66
42619;3070.16
42620;3091.66
42621;3083.54
42622;3053.2
42625;3012.88
42626;2974.8
42627;2964.9
42628;2973.77
42629;2935.25
42632;2968.31
42633;2964.86
42634;2982.18
42635;3051.69
42636;3032.31
42639;2975.88
42640;2970.84
42641;2991.11
42642;2991.58
42643;3002.24
42646;2998.5
42647;3029.5
42648;3026.28
42649;3021.58
42650;3000.57
42653;3035.76
42654;3020.69
42655;3008.03
42656;2975.04
42657;3025.19
42660;3008.72
42661;3046.99
42662;3055.94
42663;3076.63
42664;3077.65
42667;3093.86
42668;3087.41
42669;3080.98
42670;3085.17
42671;3079.24
42674;3055.25
42675;3023.15
42676;2980.17
42677;2973.49
42678;2954.53
42681;3009.28
42682;3023.43
42683;3056.29
42684;3046.59
42685;3030.02
42688;3039.8
42689;3049.72
42690;3026.36
42691;3041.79
42692;3020.83
42695;3032.97
42696;3044.33
42697;3032.14
42698;3040.6
42699;3048.38
42702;3016.8
42703;3038.42
42704;3051.61
42705;3030.98
42706;3015.13
42709;3052.75
42710;3100.76
42711;3142.24
42712;3185.79
42713;3197.54
42716;3199.11
42717;3236.71
42718;3211.71
42719;3249.74
42720;3259.24
42723;3257.85
42724;3279.41
42725;3270.75
42726;3269.51
42727;3273.97
42731;3278.53
42732;3278.72
42733;3271.76
42734;3290.52
42737;3308.67
42738;3315.02
42739;3317.52
42740;3316.47
42741;3321.17
42744;3308.97
42745;3306.21
42746;3307.94
42747;3286.7
42748;3324.34
42751;3294.53
42752;3285.04
42753;3294
42754;3290.33
42755;3299.44
42758;3273.04
42759;3281.53
42760;3326.15
42761;3319.13
42762;3303.33
42765;3262.72
42766;3230.68
42767;3258.92
42768;3253.61
42769;3273.11
42772;3238.31
42773;3235.71
42774;3238.04
42775;3277.79
42776;3270.83
42779;3305.23
42780;3308.89
42781;3323.71
42782;3311.04
42783;3308.81
42786;3312.39
42787;3339.33
42788;3339.27
42789;3333.96
42790;3304.09
42793;3309.3
42794;3319.61
42795;3390.2
42796;3384.71
42797;3403.39
42800;3387.46
42801;3385.12
42802;3389.62
42803;3409.89
42804;3416.27
42807;3415.49
42808;3399.43
42809;3409.32
42810;3439.96
42811;3448.41
42814;3437.48
42815;3429.62
42816;3420.7
42817;3452.18
42818;3444.15
42821;3437.14
42822;3465.07
42823;3475.27
42824;3481.58
42825;3500.93
42828;3472.94
42829;3481.66
42830;3472.58
42831;3489.57
42832;3495.8
42835;3480.44
42836;3470.04
42837;3468.51
42838;3448.26
42843;3409.78
42844;3420.99
42845;3440.03
42846;3440.27
42849;3577.38
42850;3583.16
42851;3578.71
42852;3563.29
42853;3559.59
42856;3559.59
42857;3578.21
42858;3586.25
42859;3627.88
42860;3658.79
42863;3642.11
42864;3649.08
42865;3645.74
42866;3623.55
42867;3637.52
42870;3641.88
42871;3641.89
42872;3584.83
42873;3562.22
42874;3587.01
42877;3576.53
42878;3595.03
42879;3586.62
42880;3584.55
42881;3579.02
42884;3578.95
42885;3561.22
42886;3554.59
42887;3567.02
42888;3591.82
